,id,ts,y,sku,customer,price,ph_level2,month,y_mean_sku_month,main_promo,medium_promo,small_promo,weeks_since_last_event,weeks_to_next_event,average_train_demand
24,0,2022-07-01,175.0,815517026005,TMALL,240.064605042017,Ultra Repair,7,106.0,0.0,0.0,0.0,4,8,891.8636363636364
25,1,2020-07-01,164.0,815517026012,TMALL,73.64205132823413,Ultra Repair,7,176.0,0.0,0.0,0.0,4,8,1068.9545454545455
26,1,2020-08-01,2867.0,815517026012,TMALL,73.64205132823413,Ultra Repair,8,1676.0,0.0,0.0,0.0,8,4,1068.9545454545455
27,1,2020-09-01,750.0,815517026012,TMALL,73.64205132823413,Ultra Repair,9,38432.5,0.0,1.0,0.0,0,0,1068.9545454545455
28,1,2020-10-01,4669.0,815517026012,TMALL,73.64205132823413,Ultra Repair,10,2334.5,0.0,0.0,0.0,4,4,1068.9545454545455
29,1,2020-11-01,2918.0,815517026012,TMALL,73.64205132823413,Ultra Repair,11,1602.5,1.0,0.0,0.0,0,0,1068.9545454545455
30,1,2020-12-01,2096.0,815517026012,TMALL,73.64205132823413,Ultra Repair,12,1313.5,0.0,0.0,1.0,0,0,1068.9545454545455
31,1,2021-01-01,2580.0,815517026012,TMALL,73.64205132823413,Ultra Repair,1,3780.0,0.0,0.0,0.0,4,4,1068.9545454545455
32,1,2021-02-01,384.0,815517026012,TMALL,73.64205132823413,Ultra Repair,2,520.5,0.0,0.0,1.0,0,0,1068.9545454545455
33,1,2021-03-01,1681.0,815517026012,TMALL,73.64205132823413,Ultra Repair,3,1217.0,0.0,1.0,0.0,0,0,1068.9545454545455
34,1,2021-04-01,3893.0,815517026012,TMALL,73.64205132823413,Ultra Repair,4,1946.5,0.0,0.0,0.0,4,4,1068.9545454545455
35,1,2021-05-01,536.0,815517026012,TMALL,73.64205132823413,Ultra Repair,5,268.0,0.0,0.0,1.0,0,0,1068.9545454545455
36,1,2021-06-01,2567.0,815517026012,TMALL,73.64205132823413,Ultra Repair,6,1285.5,0.0,1.0,0.0,0,0,1068.9545454545455
37,1,2021-07-01,351.0,815517026012,TMALL,73.64205132823413,Ultra Repair,7,176.0,0.0,0.0,0.0,4,8,1068.9545454545455
38,1,2021-08-01,485.0,815517026012,TMALL,73.64205132823413,Ultra Repair,8,1676.0,0.0,0.0,0.0,8,4,1068.9545454545455
39,1,2021-09-01,76115.0,815517026012,TMALL,73.64205132823413,Ultra Repair,9,38432.5,0.0,1.0,0.0,0,0,1068.9545454545455
40,1,2021-10-01,0.0,815517026012,TMALL,73.64205132823413,Ultra Repair,10,2334.5,0.0,0.0,0.0,4,4,1068.9545454545455
41,1,2021-11-01,287.0,815517026012,TMALL,73.64205132823413,Ultra Repair,11,1602.5,1.0,0.0,0.0,0,0,1068.9545454545455
42,1,2021-12-01,531.0,815517026012,TMALL,73.64205132823413,Ultra Repair,12,1313.5,0.0,0.0,1.0,0,0,1068.9545454545455
43,1,2022-01-01,4980.0,815517026012,TMALL,84.4563395012068,Ultra Repair,1,3780.0,0.0,0.0,0.0,4,4,1068.9545454545455
44,1,2022-02-01,657.0,815517026012,TMALL,65.72998643147896,Ultra Repair,2,520.5,0.0,0.0,1.0,0,0,1068.9545454545455
45,1,2022-03-01,753.0,815517026012,TMALL,60.1005586592179,Ultra Repair,3,1217.0,0.0,1.0,0.0,0,0,1068.9545454545455
46,1,2022-04-01,0.0,815517026012,TMALL,60.9455252918288,Ultra Repair,4,1946.5,0.0,0.0,0.0,4,4,1068.9545454545455
47,1,2022-05-01,0.0,815517026012,TMALL,146.0,Ultra Repair,5,268.0,0.0,0.0,1.0,0,0,1068.9545454545455
48,1,2022-06-01,4.0,815517026012,TMALL,124.79947368421053,Ultra Repair,6,1285.5,0.0,1.0,0.0,0,0,1068.9545454545455
49,1,2022-07-01,13.0,815517026012,TMALL,124.79947368421053,Ultra Repair,7,176.0,0.0,0.0,0.0,4,8,1068.9545454545455
50,2,2020-07-01,0.0,815517026029,TMALL,119.28135590003164,Face,7,287.6666666666667,0.0,0.0,0.0,4,8,617.0454545454545
51,2,2020-08-01,0.0,815517026029,TMALL,119.28135590003164,Face,8,369.5,0.0,0.0,0.0,8,4,617.0454545454545
52,2,2020-09-01,0.0,815517026029,TMALL,119.28135590003164,Face,9,1256.0,0.0,1.0,0.0,0,0,617.0454545454545
53,2,2020-10-01,0.0,815517026029,TMALL,119.28135590003164,Face,10,223.0,0.0,0.0,0.0,4,4,617.0454545454545
54,2,2020-11-01,0.0,815517026029,TMALL,119.28135590003164,Face,11,1926.0,1.0,0.0,0.0,0,0,617.0454545454545
55,2,2020-12-01,0.0,815517026029,TMALL,119.28135590003164,Face,12,648.0,0.0,0.0,1.0,0,0,617.0454545454545
56,2,2021-01-01,262.0,815517026029,TMALL,119.28135590003164,Face,1,759.5,0.0,0.0,0.0,4,4,617.0454545454545
57,2,2021-02-01,421.0,815517026029,TMALL,119.28135590003164,Face,2,682.5,0.0,0.0,1.0,0,0,617.0454545454545
58,2,2021-03-01,1561.0,815517026029,TMALL,119.28135590003164,Face,3,1399.0,0.0,1.0,0.0,0,0,617.0454545454545
59,2,2021-04-01,1104.0,815517026029,TMALL,119.28135590003164,Face,4,835.0,0.0,0.0,0.0,4,4,617.0454545454545
60,2,2021-05-01,814.0,815517026029,TMALL,119.28135590003164,Face,5,912.5,0.0,0.0,1.0,0,0,617.0454545454545
61,2,2021-06-01,3407.0,815517026029,TMALL,119.28135590003164,Face,6,2230.5,0.0,1.0,0.0,0,0,617.0454545454545
62,2,2021-07-01,688.0,815517026029,TMALL,119.28135590003164,Face,7,287.6666666666667,0.0,0.0,0.0,4,8,617.0454545454545
63,2,2021-08-01,739.0,815517026029,TMALL,119.28135590003164,Face,8,369.5,0.0,0.0,0.0,8,4,617.0454545454545
64,2,2021-09-01,2512.0,815517026029,TMALL,119.28135590003164,Face,9,1256.0,0.0,1.0,0.0,0,0,617.0454545454545
65,2,2021-10-01,446.0,815517026029,TMALL,119.28135590003164,Face,10,223.0,0.0,0.0,0.0,4,4,617.0454545454545
66,2,2021-11-01,3852.0,815517026029,TMALL,119.28135590003164,Face,11,1926.0,1.0,0.0,0.0,0,0,617.0454545454545
67,2,2021-12-01,1296.0,815517026029,TMALL,119.28135590003164,Face,12,648.0,0.0,0.0,1.0,0,0,617.0454545454545
68,2,2022-01-01,1257.0,815517026029,TMALL,119.561753889675,Face,1,759.5,0.0,0.0,0.0,4,4,617.0454545454545
69,2,2022-02-01,944.0,815517026029,TMALL,153.677423494571,Face,2,682.5,0.0,0.0,1.0,0,0,617.0454545454545
70,2,2022-03-01,1237.0,815517026029,TMALL,134.875357364823,Face,3,1399.0,0.0,1.0,0.0,0,0,617.0454545454545
71,2,2022-04-01,566.0,815517026029,TMALL,147.057667638484,Face,4,835.0,0.0,0.0,0.0,4,4,617.0454545454545
72,2,2022-05-01,1011.0,815517026029,TMALL,123.661451483561,Face,5,912.5,0.0,0.0,1.0,0,0,617.0454545454545
73,2,2022-06-01,1054.0,815517026029,TMALL,114.13260802469136,Face,6,2230.5,0.0,1.0,0.0,0,0,617.0454545454545
74,2,2022-07-01,175.0,815517026029,TMALL,114.13260802469136,Face,7,287.6666666666667,0.0,0.0,0.0,4,8,617.0454545454545
75,3,2020-07-01,614.0,815517026036,TMALL,112.94600649737087,Ultra Repair,7,1409.6666666666667,0.0,0.0,0.0,4,8,14313.272727272728
76,3,2020-08-01,82647.0,815517026036,TMALL,112.94600649737087,Ultra Repair,8,43028.0,0.0,0.0,0.0,8,4,14313.272727272728
77,3,2020-09-01,7194.0,815517026036,TMALL,112.94600649737087,Ultra Repair,9,15245.0,0.0,1.0,0.0,0,0,14313.272727272728
78,3,2020-10-01,127667.0,815517026036,TMALL,112.94600649737087,Ultra Repair,10,71037.5,0.0,0.0,0.0,4,4,14313.272727272728
79,3,2020-11-01,68044.0,815517026036,TMALL,112.94600649737087,Ultra Repair,11,87985.0,1.0,0.0,0.0,0,0,14313.272727272728
80,3,2020-12-01,19815.0,815517026036,TMALL,112.94600649737087,Ultra Repair,12,22413.0,0.0,0.0,1.0,0,0,14313.272727272728
81,3,2021-01-01,18613.0,815517026036,TMALL,112.94600649737087,Ultra Repair,1,21346.5,0.0,0.0,0.0,4,4,14313.272727272728
82,3,2021-02-01,5803.0,815517026036,TMALL,112.94600649737087,Ultra Repair,2,5252.0,0.0,0.0,1.0,0,0,14313.272727272728
83,3,2021-03-01,25964.0,815517026036,TMALL,112.94600649737087,Ultra Repair,3,16807.0,0.0,1.0,0.0,0,0,14313.272727272728
84,3,2021-04-01,12484.0,815517026036,TMALL,112.94600649737087,Ultra Repair,4,7675.0,0.0,0.0,0.0,4,4,14313.272727272728
85,3,2021-05-01,5853.0,815517026036,TMALL,112.94600649737087,Ultra Repair,5,6154.5,0.0,0.0,1.0,0,0,14313.272727272728
86,3,2021-06-01,29813.0,815517026036,TMALL,112.94600649737087,Ultra Repair,6,17508.0,0.0,1.0,0.0,0,0,14313.272727272728
87,3,2021-07-01,2331.0,815517026036,TMALL,112.94600649737087,Ultra Repair,7,1409.6666666666667,0.0,0.0,0.0,4,8,14313.272727272728
88,3,2021-08-01,3409.0,815517026036,TMALL,112.94600649737087,Ultra Repair,8,43028.0,0.0,0.0,0.0,8,4,14313.272727272728
89,3,2021-09-01,23296.0,815517026036,TMALL,112.94600649737087,Ultra Repair,9,15245.0,0.0,1.0,0.0,0,0,14313.272727272728
90,3,2021-10-01,14408.0,815517026036,TMALL,112.94600649737087,Ultra Repair,10,71037.5,0.0,0.0,0.0,4,4,14313.272727272728
91,3,2021-11-01,107926.0,815517026036,TMALL,112.94600649737087,Ultra Repair,11,87985.0,1.0,0.0,0.0,0,0,14313.272727272728
92,3,2021-12-01,25011.0,815517026036,TMALL,112.94600649737087,Ultra Repair,12,22413.0,0.0,0.0,1.0,0,0,14313.272727272728
93,3,2022-01-01,24080.0,815517026036,TMALL,124.883480907582,Ultra Repair,1,21346.5,0.0,0.0,0.0,4,4,14313.272727272728
94,3,2022-02-01,4701.0,815517026036,TMALL,153.883483193277,Ultra Repair,2,5252.0,0.0,0.0,1.0,0,0,14313.272727272728
95,3,2022-03-01,7650.0,815517026036,TMALL,134.489917986743,Ultra Repair,3,16807.0,0.0,1.0,0.0,0,0,14313.272727272728
96,3,2022-04-01,2866.0,815517026036,TMALL,147.596287878788,Ultra Repair,4,7675.0,0.0,0.0,0.0,4,4,14313.272727272728
97,3,2022-05-01,6456.0,815517026036,TMALL,130.180898282695,Ultra Repair,5,6154.5,0.0,0.0,1.0,0,0,14313.272727272728
98,3,2022-06-01,5203.0,815517026036,TMALL,114.626325581395,Ultra Repair,6,17508.0,0.0,1.0,0.0,0,0,14313.272727272728
99,3,2022-07-01,1284.0,815517026036,TMALL,114.626325581395,Ultra Repair,7,1409.6666666666667,0.0,0.0,0.0,4,8,14313.272727272728
100,4,2020-07-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,7,55.333333333333336,0.0,0.0,0.0,4,8,116.5
101,4,2020-08-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,8,23.0,0.0,0.0,0.0,8,4,116.5
102,4,2020-09-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,9,114.0,0.0,1.0,0.0,0,0,116.5
103,4,2020-10-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,10,53.0,0.0,0.0,0.0,4,4,116.5
104,4,2020-11-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,11,301.0,1.0,0.0,0.0,0,0,116.5
105,4,2020-12-01,0.0,815517026043,TMALL,206.76662253528596,Ultra Repair,12,140.0,0.0,0.0,1.0,0,0,116.5
106,4,2021-01-01,34.0,815517026043,TMALL,206.76662253528596,Ultra Repair,1,134.5,0.0,0.0,0.0,4,4,116.5
107,4,2021-02-01,28.0,815517026043,TMALL,206.76662253528596,Ultra Repair,2,109.0,0.0,0.0,1.0,0,0,116.5
108,4,2021-03-01,119.0,815517026043,TMALL,206.76662253528596,Ultra Repair,3,299.0,0.0,1.0,0.0,0,0,116.5
109,4,2021-04-01,223.0,815517026043,TMALL,206.76662253528596,Ultra Repair,4,195.0,0.0,0.0,0.0,4,4,116.5
110,4,2021-05-01,95.0,815517026043,TMALL,206.76662253528596,Ultra Repair,5,209.5,0.0,0.0,1.0,0,0,116.5
111,4,2021-06-01,322.0,815517026043,TMALL,206.76662253528596,Ultra Repair,6,376.5,0.0,1.0,0.0,0,0,116.5
112,4,2021-07-01,38.0,815517026043,TMALL,206.76662253528596,Ultra Repair,7,55.333333333333336,0.0,0.0,0.0,4,8,116.5
113,4,2021-08-01,46.0,815517026043,TMALL,206.76662253528596,Ultra Repair,8,23.0,0.0,0.0,0.0,8,4,116.5
114,4,2021-09-01,228.0,815517026043,TMALL,206.76662253528596,Ultra Repair,9,114.0,0.0,1.0,0.0,0,0,116.5
115,4,2021-10-01,106.0,815517026043,TMALL,206.76662253528596,Ultra Repair,10,53.0,0.0,0.0,0.0,4,4,116.5
116,4,2021-11-01,602.0,815517026043,TMALL,206.76662253528596,Ultra Repair,11,301.0,1.0,0.0,0.0,0,0,116.5
117,4,2021-12-01,280.0,815517026043,TMALL,206.76662253528596,Ultra Repair,12,140.0,0.0,0.0,1.0,0,0,116.5
118,4,2022-01-01,235.0,815517026043,TMALL,176.11092165898603,Ultra Repair,1,134.5,0.0,0.0,0.0,4,4,116.5
119,4,2022-02-01,190.0,815517026043,TMALL,187.775076923077,Ultra Repair,2,109.0,0.0,0.0,1.0,0,0,116.5
120,4,2022-03-01,479.0,815517026043,TMALL,154.905165562914,Ultra Repair,3,299.0,0.0,1.0,0.0,0,0,116.5
121,4,2022-04-01,167.0,815517026043,TMALL,175.220384615385,Ultra Repair,4,195.0,0.0,0.0,0.0,4,4,116.5
122,4,2022-05-01,324.0,815517026043,TMALL,156.788666666667,Ultra Repair,5,209.5,0.0,0.0,1.0,0,0,116.5
123,4,2022-06-01,431.0,815517026043,TMALL,142.37338607594936,Ultra Repair,6,376.5,0.0,1.0,0.0,0,0,116.5
124,4,2022-07-01,128.0,815517026043,TMALL,142.37338607594936,Ultra Repair,7,55.333333333333336,0.0,0.0,0.0,4,8,116.5
125,5,2020-07-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,7,9.0,0.0,0.0,0.0,4,8,15.954545454545455
126,5,2020-08-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,8,6.5,0.0,0.0,0.0,8,4,15.954545454545455
127,5,2020-09-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,9,29.0,0.0,1.0,0.0,0,0,15.954545454545455
128,5,2020-10-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,10,0.5,0.0,0.0,0.0,4,4,15.954545454545455
129,5,2020-11-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,11,11.5,1.0,0.0,0.0,0,0,15.954545454545455
130,5,2020-12-01,0.0,815517026050,TMALL,317.8406282722513,Ultra Repair,12,32.0,0.0,0.0,1.0,0,0,15.954545454545455
131,5,2021-01-01,7.0,815517026050,TMALL,317.8406282722513,Ultra Repair,1,21.0,0.0,0.0,0.0,4,4,15.954545454545455
132,5,2021-02-01,10.0,815517026050,TMALL,317.8406282722513,Ultra Repair,2,25.5,0.0,0.0,1.0,0,0,15.954545454545455
133,5,2021-03-01,11.0,815517026050,TMALL,317.8406282722513,Ultra Repair,3,47.5,0.0,1.0,0.0,0,0,15.954545454545455
134,5,2021-04-01,25.0,815517026050,TMALL,317.8406282722513,Ultra Repair,4,24.0,0.0,0.0,0.0,4,4,15.954545454545455
135,5,2021-05-01,4.0,815517026050,TMALL,317.8406282722513,Ultra Repair,5,24.5,0.0,0.0,1.0,0,0,15.954545454545455
136,5,2021-06-01,28.0,815517026050,TMALL,317.8406282722513,Ultra Repair,6,45.0,0.0,1.0,0.0,0,0,15.954545454545455
137,5,2021-07-01,11.0,815517026050,TMALL,317.8406282722513,Ultra Repair,7,9.0,0.0,0.0,0.0,4,8,15.954545454545455
138,5,2021-08-01,13.0,815517026050,TMALL,317.8406282722513,Ultra Repair,8,6.5,0.0,0.0,0.0,8,4,15.954545454545455
139,5,2021-09-01,58.0,815517026050,TMALL,317.8406282722513,Ultra Repair,9,29.0,0.0,1.0,0.0,0,0,15.954545454545455
140,5,2021-10-01,1.0,815517026050,TMALL,317.8406282722513,Ultra Repair,10,0.5,0.0,0.0,0.0,4,4,15.954545454545455
141,5,2021-11-01,23.0,815517026050,TMALL,317.8406282722513,Ultra Repair,11,11.5,1.0,0.0,0.0,0,0,15.954545454545455
142,5,2021-12-01,64.0,815517026050,TMALL,317.8406282722513,Ultra Repair,12,32.0,0.0,0.0,1.0,0,0,15.954545454545455
143,5,2022-01-01,35.0,815517026050,TMALL,283.586744186046,Ultra Repair,1,21.0,0.0,0.0,0.0,4,4,15.954545454545455
144,5,2022-02-01,41.0,815517026050,TMALL,288.869772727273,Ultra Repair,2,25.5,0.0,0.0,1.0,0,0,15.954545454545455
145,5,2022-03-01,84.0,815517026050,TMALL,250.381647058824,Ultra Repair,3,47.5,0.0,1.0,0.0,0,0,15.954545454545455
146,5,2022-04-01,23.0,815517026050,TMALL,266.6712,Ultra Repair,4,24.0,0.0,0.0,0.0,4,4,15.954545454545455
147,5,2022-05-01,45.0,815517026050,TMALL,257.703166666667,Ultra Repair,5,24.5,0.0,0.0,1.0,0,0,15.954545454545455
148,5,2022-06-01,62.0,815517026050,TMALL,246.4528235294118,Ultra Repair,6,45.0,0.0,1.0,0.0,0,0,15.954545454545455
149,5,2022-07-01,16.0,815517026050,TMALL,246.4528235294118,Ultra Repair,7,9.0,0.0,0.0,0.0,4,8,15.954545454545455
150,6,2020-07-01,183.0,815517026067,TMALL,130.92719208022964,Ultra Repair,7,569.0,0.0,0.0,0.0,4,8,2284.0454545454545
151,6,2020-08-01,27771.0,815517026067,TMALL,130.92719208022964,Ultra Repair,8,14464.0,0.0,0.0,0.0,8,4,2284.0454545454545
152,6,2020-09-01,1261.0,815517026067,TMALL,130.92719208022964,Ultra Repair,9,3171.0,0.0,1.0,0.0,0,0,2284.0454545454545
153,6,2020-10-01,7868.0,815517026067,TMALL,130.92719208022964,Ultra Repair,10,4399.0,0.0,0.0,0.0,4,4,2284.0454545454545
154,6,2020-11-01,13879.0,815517026067,TMALL,130.92719208022964,Ultra Repair,11,18509.5,1.0,0.0,0.0,0,0,2284.0454545454545
155,6,2020-12-01,2601.0,815517026067,TMALL,130.92719208022964,Ultra Repair,12,3145.5,0.0,0.0,1.0,0,0,2284.0454545454545
156,6,2021-01-01,2402.0,815517026067,TMALL,130.92719208022964,Ultra Repair,1,3183.0,0.0,0.0,0.0,4,4,2284.0454545454545
157,6,2021-02-01,702.0,815517026067,TMALL,130.92719208022964,Ultra Repair,2,957.5,0.0,0.0,1.0,0,0,2284.0454545454545
158,6,2021-03-01,2116.0,815517026067,TMALL,130.92719208022964,Ultra Repair,3,2732.0,0.0,1.0,0.0,0,0,2284.0454545454545
159,6,2021-04-01,1743.0,815517026067,TMALL,130.92719208022964,Ultra Repair,4,1410.0,0.0,0.0,0.0,4,4,2284.0454545454545
160,6,2021-05-01,828.0,815517026067,TMALL,130.92719208022964,Ultra Repair,5,1516.5,0.0,0.0,1.0,0,0,2284.0454545454545
161,6,2021-06-01,2804.0,815517026067,TMALL,130.92719208022964,Ultra Repair,6,3178.0,0.0,1.0,0.0,0,0,2284.0454545454545
162,6,2021-07-01,886.0,815517026067,TMALL,130.92719208022964,Ultra Repair,7,569.0,0.0,0.0,0.0,4,8,2284.0454545454545
163,6,2021-08-01,1157.0,815517026067,TMALL,130.92719208022964,Ultra Repair,8,14464.0,0.0,0.0,0.0,8,4,2284.0454545454545
164,6,2021-09-01,5081.0,815517026067,TMALL,130.92719208022964,Ultra Repair,9,3171.0,0.0,1.0,0.0,0,0,2284.0454545454545
165,6,2021-10-01,930.0,815517026067,TMALL,130.92719208022964,Ultra Repair,10,4399.0,0.0,0.0,0.0,4,4,2284.0454545454545
166,6,2021-11-01,23140.0,815517026067,TMALL,130.92719208022964,Ultra Repair,11,18509.5,1.0,0.0,0.0,0,0,2284.0454545454545
167,6,2021-12-01,3690.0,815517026067,TMALL,130.92719208022964,Ultra Repair,12,3145.5,0.0,0.0,1.0,0,0,2284.0454545454545
168,6,2022-01-01,3964.0,815517026067,TMALL,132.46085177453,Ultra Repair,1,3183.0,0.0,0.0,0.0,4,4,2284.0454545454545
169,6,2022-02-01,1213.0,815517026067,TMALL,181.952076719577,Ultra Repair,2,957.5,0.0,0.0,1.0,0,0,2284.0454545454545
170,6,2022-03-01,3348.0,815517026067,TMALL,153.572199783628,Ultra Repair,3,2732.0,0.0,1.0,0.0,0,0,2284.0454545454545
171,6,2022-04-01,1077.0,815517026067,TMALL,174.54615483871,Ultra Repair,4,1410.0,0.0,0.0,0.0,4,4,2284.0454545454545
172,6,2022-05-01,2205.0,815517026067,TMALL,148.592333333333,Ultra Repair,5,1516.5,0.0,0.0,1.0,0,0,2284.0454545454545
173,6,2022-06-01,3552.0,815517026067,TMALL,131.90643333333333,Ultra Repair,6,3178.0,0.0,1.0,0.0,0,0,2284.0454545454545
174,6,2022-07-01,638.0,815517026067,TMALL,131.90643333333333,Ultra Repair,7,569.0,0.0,0.0,0.0,4,8,2284.0454545454545
175,7,2020-07-01,10821.0,815517026081,TMALL,123.37285799016526,Face,7,5914.666666666667,0.0,0.0,0.0,4,8,4956.909090909091
176,7,2020-08-01,53867.0,815517026081,TMALL,123.37285799016526,Face,8,27749.5,0.0,0.0,0.0,8,4,4956.909090909091
177,7,2020-09-01,1394.0,815517026081,TMALL,123.37285799016526,Face,9,4582.5,0.0,1.0,0.0,0,0,4956.909090909091
178,7,2020-10-01,27994.0,815517026081,TMALL,123.37285799016526,Face,10,14224.5,0.0,0.0,0.0,4,4,4956.909090909091
179,7,2020-11-01,5444.0,815517026081,TMALL,123.37285799016526,Face,11,7624.0,1.0,0.0,0.0,0,0,4956.909090909091
180,7,2020-12-01,2762.0,815517026081,TMALL,123.37285799016526,Face,12,1867.5,0.0,0.0,1.0,0,0,4956.909090909091
181,7,2021-01-01,2356.0,815517026081,TMALL,123.37285799016526,Face,1,2095.0,0.0,0.0,0.0,4,4,4956.909090909091
182,7,2021-02-01,25319.0,815517026081,TMALL,123.37285799016526,Face,2,13726.5,0.0,0.0,1.0,0,0,4956.909090909091
183,7,2021-03-01,2879.0,815517026081,TMALL,123.37285799016526,Face,3,11134.0,0.0,1.0,0.0,0,0,4956.909090909091
184,7,2021-04-01,1982.0,815517026081,TMALL,123.37285799016526,Face,4,3606.5,0.0,0.0,0.0,4,4,4956.909090909091
185,7,2021-05-01,817.0,815517026081,TMALL,123.37285799016526,Face,5,3690.0,0.0,0.0,1.0,0,0,4956.909090909091
186,7,2021-06-01,13968.0,815517026081,TMALL,123.37285799016526,Face,6,8944.0,0.0,1.0,0.0,0,0,4956.909090909091
187,7,2021-07-01,1575.0,815517026081,TMALL,123.37285799016526,Face,7,5914.666666666667,0.0,0.0,0.0,4,8,4956.909090909091
188,7,2021-08-01,1632.0,815517026081,TMALL,123.37285799016526,Face,8,27749.5,0.0,0.0,0.0,8,4,4956.909090909091
189,7,2021-09-01,7771.0,815517026081,TMALL,123.37285799016526,Face,9,4582.5,0.0,1.0,0.0,0,0,4956.909090909091
190,7,2021-10-01,455.0,815517026081,TMALL,123.37285799016526,Face,10,14224.5,0.0,0.0,0.0,4,4,4956.909090909091
191,7,2021-11-01,9804.0,815517026081,TMALL,123.37285799016526,Face,11,7624.0,1.0,0.0,0.0,0,0,4956.909090909091
192,7,2021-12-01,973.0,815517026081,TMALL,123.37285799016526,Face,12,1867.5,0.0,0.0,1.0,0,0,4956.909090909091
193,7,2022-01-01,1834.0,815517026081,TMALL,110.436774383079,Face,1,2095.0,0.0,0.0,0.0,4,4,4956.909090909091
194,7,2022-02-01,2134.0,815517026081,TMALL,101.032043010753,Face,2,13726.5,0.0,0.0,1.0,0,0,4956.909090909091
195,7,2022-03-01,19389.0,815517026081,TMALL,63.7178868151716,Face,3,11134.0,0.0,1.0,0.0,0,0,4956.909090909091
